feedback_id,platform_id,level,mode,language,exercise_id,kc_name,characteristics_combo,characteristics_raw,total_iterations,status,validation_status,error_message,created_at
9f516f4d-5053-4eed-b59b-8eb5e8de0291,algopython,task_type,offline,fr,,FO_1.1.1.2,technical+with_example_unrelated_to_exercise,"[""with_example_unrelated_to_exercise"", ""technical""]",3,completed,generated,,2026-04-28 19:46:49.127709
5a59928b-eddf-4690-8092-fe9ace7f8f8d,algopython,task_type,offline,fr,,FO_1.1.1.4,logos,"[""logos""]",2,completed,generated,,2026-04-28 19:51:40.950551
105a7378-d151-4a12-a1e4-fdf34ac87e03,algopython,task_type,offline,fr,,FO_1.1.1.4,technical,"[""technical""]",2,completed,generated,,2026-04-28 20:00:44.986729
2c582315-2937-426f-b761-4b9d4528bcea,algopython,task_type,offline,fr,,FO_1.1.1.4,logos+with_example_unrelated_to_exercise,"[""logos"", ""with_example_unrelated_to_exercise""]",4,completed,generated,,2026-04-28 20:20:30.82364
3253d66a-18aa-4b8b-b684-00d82947ebe6,algopython,task_type,offline,fr,,FO_1.1.1.4,technical+with_example_unrelated_to_exercise,"[""with_example_unrelated_to_exercise"", ""technical""]",3,completed,generated,,2026-04-28 20:23:32.737865
b70574d7-8f01-4936-80e9-4b83659ffdcf,algopython,task_type,offline,fr,,FO_1.1.1.6,logos,"[""logos""]",2,completed,generated,,2026-04-28 20:26:16.205679
232f28b6-0c8e-4c0f-8e52-c423a2f5a770,algopython,task_type,offline,fr,,FO_1.1.1.6,technical,"[""technical""]",2,completed,generated,,2026-04-28 20:30:12.557364
2734321b-a5ed-4e69-997f-938e07671307,algopython,task_type,offline,fr,,FO_1.1.1.6,logos+with_example_unrelated_to_exercise,"[""logos"", ""with_example_unrelated_to_exercise""]",3,completed,generated,,2026-04-28 20:33:31.562902
1625c0f1-a59a-4b6e-9991-3fa220870b4c,algopython,task_type,offline,fr,,FO_1.1.1.6,technical+with_example_unrelated_to_exercise,"[""with_example_unrelated_to_exercise"", ""technical""]",5,completed,generated,,2026-04-28 20:38:51.608214
4c13094e-c1b3-40ab-87f0-65c64edf38db,algopython,task_type,offline,fr,,FO_4.2,logos,"[""logos""]",2,completed,generated,,2026-04-28 20:42:40.651811
d91bb875-55fd-487a-9df1-70131bde69f6,algopython,task_type,offline,fr,,FO_4.2,technical,"[""technical""]",1,completed,generated,,2026-04-28 20:45:15.108302
dad45616-6b93-4ec4-b000-fc9d6154b1e1,algopython,task_type,offline,fr,,FO_4.2,logos+with_example_unrelated_to_exercise,"[""logos"", ""with_example_unrelated_to_exercise""]",5,completed,generated,,2026-04-28 20:51:26.030924
895abd45-74c6-45ec-96a1-51eb2e928af5,algopython,task_type,offline,fr,,FO_4.2,technical+with_example_unrelated_to_exercise,"[""with_example_unrelated_to_exercise"", ""technical""]",4,completed,generated,,2026-04-28 20:56:19.76589
730ecf27-131c-4ff0-a906-4c2d3dc1e962,algopython,task_type,offline,fr,,FO_4.2.1,logos,"[""logos""]",2,completed,generated,,2026-04-28 20:59:04.067124
0fd82eed-46d3-41d2-9b76-b802d854128a,algopython,task_type,offline,fr,,FO_4.2.1,technical,"[""technical""]",3,completed,generated,,2026-04-28 21:02:08.161438
08563d3b-9930-40a6-8032-5a1661f4c27d,algopython,task_type,offline,fr,,FO_4.2.1,logos+with_example_unrelated_to_exercise,"[""logos"", ""with_example_unrelated_to_exercise""]",2,completed,generated,,2026-04-28 21:04:43.064384
213c6063-3667-48dd-a55c-74e6339cf819,algopython,task_type,offline,fr,,FO_4.2.1,technical+with_example_unrelated_to_exercise,"[""with_example_unrelated_to_exercise"", ""technical""]",2,completed,generated,,2026-04-28 21:09:16.121392
b91de6bc-43a8-4fbb-9139-6f1a3e957752,algopython,error,offline,fr,,FO_4.2,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-28 22:54:53.169281
5c3c94fa-db20-406a-a240-0bc2193916df,algopython,error,offline,fr,,FO_4.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",4,completed,generated,,2026-04-28 22:56:25.567283
fd0ac199-8bd8-4110-8659-17d36e3fc587,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""error_pointed"", ""logos""]",5,completed,generated,,2026-04-28 23:06:02.538364
7aecbb0e-ec07-4e1d-bc2c-5e61d31650e1,algopython,error,offline,fr,,FO_4.2,error_pointed+technical,"[""error_pointed"", ""technical""]",5,completed,generated,,2026-04-28 23:19:06.231754
bf5df407-5571-4478-9abe-8b1141860982,algopython,error,offline,fr,,FO_4.2,error_pointed,"[""error_pointed""]",2,completed,generated,,2026-04-28 23:22:19.443105
f3b69e96-f583-4f66-8acc-093811a1cb3a,algopython,error,offline,fr,,FO_4.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",4,completed,generated,,2026-04-28 23:27:57.135927
6e572c3a-1d61-46d5-a225-2cb085681558,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""error_pointed"", ""logos""]",6,completed,generated,,2026-04-28 23:36:09.401025
a9ba6baf-6984-4fe2-9cbe-2564fed4577d,algopython,error,offline,fr,,FO_4.2,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-28 23:39:05.872532
0609cec4-29e0-471a-aeab-2b329a14b001,algopython,error,offline,fr,,FO_4.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",7,completed,generated,,2026-04-28 23:39:53.306211
2ca31333-1929-4744-be26-20a857b2a7b3,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-28 23:44:14.450165
3ef6cae6-63da-479f-8030-170d2c372774,algopython,error,offline,fr,,FO_4.2,error_pointed+technical,"[""error_pointed"", ""technical""]",4,completed,generated,,2026-04-28 23:46:46.957429
26f4c39d-7215-4aa4-a5f4-f7627690da70,algopython,exercise,offline,fr,112,FO_1.1.1.1,logos+with_example_related_to_exercise,"[""logos"", ""with_example_related_to_exercise""]",3,completed,generated,,2026-04-29 09:41:53.57016
ea66ecfc-22f4-40e9-879a-b1e0274aefc2,algopython,exercise,offline,fr,112,FO_1.1.1.1,technical+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""technical""]",2,completed,generated,,2026-04-29 09:43:53.678277
8ea36f5b-6606-43e6-b06e-fbad7e9dcbfb,algopython,error_exercise,offline,fr,112,FO_1.1.1.1,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",6,completed,generated,,2026-04-29 09:45:26.749821
a769dedb-8195-41e5-a1a2-53b2804cc2c9,algopython,exercise,offline,fr,109,FO_1.1.1.2,logos+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""logos""]",7,completed,generated,,2026-04-29 09:54:21.623822
c8fdd59e-d4bd-426a-bdc2-bd8fc477aa03,algopython,exercise,offline,fr,109,FO_1.1.1.2,technical+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""technical""]",6,completed,generated,,2026-04-29 09:58:55.001829
6c91c2c5-30cb-4d47-8e30-0f5e89360492,algopython,error_exercise,offline,fr,109,FO_1.1.1.2,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",9,completed,generated,,2026-04-29 10:16:37.263749
30ea5484-9600-42f7-8d2d-782e88ce8266,algopython,error_exercise,offline,fr,109,FO_1.1.1.2,error_pointed+logos,"[""error_pointed"", ""logos""]",5,completed,generated,,2026-04-29 13:51:24.555872
d12c45b3-e72d-4aea-b019-18002f0947ca,algopython,error_exercise,offline,fr,109,FO_1.1.1.2,error_pointed+technical,"[""error_pointed"", ""technical""]",6,completed,generated,,2026-04-29 13:59:06.474955
7ab15ae8-a1ab-4102-8f64-b2082689f420,algopython,error_exercise,offline,fr,112,FO_1.1.1.2,error_pointed+with_example_related_to_exercise,"[""error_pointed"", ""with_example_related_to_exercise""]",5,completed,generated,,2026-04-29 22:33:29.835587
01e264a0-89e8-40db-81c5-0cef9aca9696,algopython,error,offline,fr,,FO_1.1.1.6,error_pointed,"[""error_pointed""]",3,completed,generated,,2026-04-29 22:52:33.93816
b2042bf8-7eae-420d-af75-5033e5a3926a,algopython,error,offline,fr,,FO_1.1.1.6,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",3,completed,generated,,2026-04-29 22:53:52.230598
aee5e992-0646-4690-b2dd-8716e8fe96c6,algopython,error,offline,fr,,FO_1.1.1.6,error_pointed+logos,"[""error_pointed"", ""logos""]",5,completed,generated,,2026-04-29 22:56:27.892621
63c1c96f-6243-4c1d-983e-fc35e76b2750,algopython,error,offline,fr,,FO_1.1.1.6,error_pointed+technical,"[""error_pointed"", ""technical""]",4,completed,generated,,2026-04-29 22:58:31.99344
f0474f24-26ac-40f1-92c2-021e907d2b31,algopython,error,offline,fr,,FO_4.2,error_pointed+technical,"[""technical"", ""error_pointed""]",5,completed,generated,,2026-04-29 23:08:44.405722
d6516e03-92f4-463e-8090-3bd50488dfc0,algopython,error,offline,fr,,FO_1.1.1.1,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-29 23:29:02.825565
2b946524-71f2-48a1-a2ea-e940c46a948c,algopython,error,offline,fr,,FO_1.1.1.1,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",5,completed,generated,,2026-04-29 23:29:54.265361
e3b9e3e8-637d-4e7c-817a-c62c58233d2b,algopython,error,offline,fr,,FO_1.1.1.1,error_pointed+logos,"[""error_pointed"", ""logos""]",2,completed,generated,,2026-04-29 23:32:05.627405
473bf7b7-9fa6-4eff-9464-3e59c434ff4d,algopython,error,offline,fr,,FO_1.1.1.1,error_pointed+technical,"[""error_pointed"", ""technical""]",5,completed,generated,,2026-04-29 23:33:09.889565
84043729-49d8-44d4-912d-22714ca4df34,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-29 23:37:00.138708
c325b957-6a79-4ac1-af2b-d2b18dccdc37,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",6,completed,generated,,2026-04-29 23:37:45.650726
52775f68-e8f7-400d-82c1-80a3ab88b8fa,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-29 23:41:01.892378
ea807364-e560-4cd0-903c-e2e34d65a8c2,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed+technical,"[""error_pointed"", ""technical""]",3,completed,generated,,2026-04-29 23:42:24.477058
d26e069e-5ce8-4e80-b0af-bbf5bfb876b2,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed,"[""error_pointed""]",2,completed,generated,,2026-04-29 23:44:56.804086
acb623a9-96cd-4bb0-a923-b77dbc910e34,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",3,completed,generated,,2026-04-29 23:53:11.100216
0af76959-42bc-4bc7-80e1-950fd1d2e9ac,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed+logos,"[""error_pointed"", ""logos""]",5,completed,generated,,2026-04-29 23:54:33.137305
4d5a65fa-f6c1-4771-8d03-9c8709719621,algopython,error,offline,fr,,FO_1.1.1.2,error_pointed+technical,"[""error_pointed"", ""technical""]",3,completed,generated,,2026-04-29 23:56:45.610891
a639d3cc-e409-45cb-be4a-5ecad33e221d,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-29 23:59:19.808848
15b7645b-8583-407f-917c-9192f74279db,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",10,completed,generated,,2026-04-30 00:02:55.177269
941c2ce3-8e39-40e7-b2cd-df7432a06d35,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+logos,"[""error_pointed"", ""logos""]",5,completed,generated,,2026-04-30 00:07:47.550559
7bf67ffd-6657-46b3-97ca-234c042d86c5,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+technical,"[""error_pointed"", ""technical""]",4,completed,generated,,2026-04-30 00:10:02.046814
8dfe5aff-a8c5-4b02-ab16-bf9e4fed8179,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+technical,"[""error_pointed"", ""technical""]",5,completed,generated,,2026-04-30 00:16:08.954781
d0752dd0-3ced-4342-b44f-2fae2107fbb1,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed,"[""error_pointed""]",2,completed,generated,,2026-04-30 00:22:56.652848
4ce36d73-9ceb-488a-b649-eb30d7ced90b,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",3,completed,generated,,2026-04-30 00:23:59.038076
394c9ecb-dfc2-4107-9c83-d6ab36c7253d,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+logos,"[""error_pointed"", ""logos""]",6,completed,generated,,2026-04-30 00:24:59.81491
89cab7fb-ce7e-4b3d-a88e-dde8b3d550c6,algopython,error,offline,fr,,FO_1.1.1.4,error_pointed+technical,"[""error_pointed"", ""technical""]",5,completed,generated,,2026-04-30 00:27:23.3992
cb58d8b7-f393-42bc-9dc6-b1a76fc4217c,algopython,error,offline,fr,,FO_1.2.3,error_pointed,"[""error_pointed""]",2,completed,generated,,2026-04-30 06:08:24.471353
07b9864a-8dd7-4ac5-a086-172fd8847e4c,algopython,error,offline,fr,,FO_1.2.3,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",4,completed,generated,,2026-04-30 06:09:41.376957
7a0327eb-1b6d-4940-84a0-bd80d6ed4150,algopython,error,offline,fr,,FO_1.2.3,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-30 06:11:08.27527
33c1ad64-b9bf-43e5-881b-793bc4a1cf60,algopython,error,offline,fr,,FO_1.2.3,error_pointed+technical,"[""error_pointed"", ""technical""]",2,completed,generated,,2026-04-30 06:12:19.505126
0a4a41e6-417c-4db8-92d4-5d338b2748b9,algopython,error,offline,fr,,FO_1.2.4,error_pointed,"[""error_pointed""]",3,completed,generated,,2026-04-30 06:14:22.218463
ee0cdcaa-7701-42f4-a987-9daf7a00d9a5,algopython,error,offline,fr,,FO_1.2.4,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",2,completed,generated,,2026-04-30 06:15:35.936364
bdd31da8-a9ac-4e32-86c5-8532502e754e,algopython,error,offline,fr,,FO_1.2.4,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-30 06:16:25.152056
31d08bd7-3245-4465-b1c0-3caa83d981d2,algopython,error,offline,fr,,FO_1.2.4,error_pointed+technical,"[""error_pointed"", ""technical""]",5,completed,generated,,2026-04-30 06:18:14.79309
4c1dba85-1376-4fc8-82a0-f0f91d146855,algopython,error,offline,fr,,FO_4.2,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-30 06:20:47.894709
413cd327-c26d-4e42-b07b-0652c33df90d,algopython,error,offline,fr,,FO_4.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",4,completed,generated,,2026-04-30 06:22:04.071604
fb75b51c-5d06-4da0-89fb-48a457615195,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""error_pointed"", ""logos""]",6,completed,generated,,2026-04-30 06:23:58.823576
c49733ee-d5d1-45cf-a1a3-8147f2eb6934,algopython,error,offline,fr,,FO_4.2,error_pointed+technical,"[""error_pointed"", ""technical""]",4,completed,generated,,2026-04-30 06:26:02.182496
7d97a8d7-159e-4c95-ac37-5a46f9653fb6,algopython,error,offline,fr,,FO_4.2,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-30 06:28:23.493021
db52be1f-4cec-4977-9544-96282f905589,algopython,error,offline,fr,,FO_4.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",6,completed,generated,,2026-04-30 06:28:59.105424
95c321e5-c237-4721-bb68-18b98e0c18b4,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""logos"", ""error_pointed""]",4,completed,generated,,2026-04-30 06:32:37.644943
204a8bcb-9f82-4fd0-8485-45e8ad64c49d,algopython,error,offline,fr,,FO_4.2,error_pointed+technical,"[""error_pointed"", ""technical""]",4,completed,generated,,2026-04-30 06:34:15.060968
359b10e6-6e92-4386-848c-72a682e7f20f,algopython,error,offline,fr,,FO_4.2,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-30 06:36:05.421379
ff110059-1c7c-458c-9b5c-0d0fdecf6e64,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-30 06:37:01.704433
09a4995b-f1f7-4fdb-8b25-fb36884da48a,algopython,error,offline,fr,,FO_4.2,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",5,completed,generated,,2026-04-30 06:42:17.441268
52e50ca4-0903-4c1e-940f-c8b904d04897,algopython,error,offline,fr,,FO_4.2,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-30 06:44:30.183594
1ad6e797-653c-4346-9ad6-9dc20e4472c5,algopython,error,offline,fr,,FO_4.2,error_pointed+technical,"[""error_pointed"", ""technical""]",5,completed,generated,,2026-04-30 06:46:31.236216
66e441bb-8c1a-43e1-84a7-6ff6f1791e49,algopython,error,offline,fr,,FO_4.2.1,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-30 06:49:01.62645
522ca084-a724-4b13-9d7c-422d2fd35298,algopython,error,offline,fr,,FO_4.2.1,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",6,completed,generated,,2026-04-30 06:49:56.344468
b90a125a-5e32-409d-b6cf-51137e01ff43,algopython,error,offline,fr,,FO_4.2.1,error_pointed+logos,"[""error_pointed"", ""logos""]",3,completed,generated,,2026-04-30 06:51:55.178869
17a47845-ddd6-4177-9db7-f55d25604f2e,algopython,error,offline,fr,,FO_4.2.1,error_pointed+technical,"[""error_pointed"", ""technical""]",3,completed,generated,,2026-04-30 06:53:14.934159
4060422b-9ccf-4a3e-91cb-bdf56e7a7a07,algopython,error,offline,fr,,FO_4.2.1,error_pointed,"[""error_pointed""]",1,completed,generated,,2026-04-30 06:56:48.985989
63b302a3-0126-4cf1-9593-e21aad9ffc19,algopython,error,offline,fr,,FO_4.2.1,error_pointed+with_example_unrelated_to_exercise,"[""error_pointed"", ""with_example_unrelated_to_exercise""]",3,completed,generated,,2026-04-30 07:00:08.049734
d3785aca-e713-43e3-b629-46320604f3ac,algopython,error,offline,fr,,FO_4.2.1,error_pointed+logos,"[""error_pointed"", ""logos""]",4,completed,generated,,2026-04-30 10:07:51.290245
5fbb9ed6-bb31-4e76-a1a5-5a8e103f69e0,algopython,error,offline,fr,,FO_4.2.1,error_pointed+technical,"[""error_pointed"", ""technical""]",4,completed,generated,,2026-04-30 10:10:39.999584
5d22355a-9d61-4b0a-9320-781be90bfb3d,algopython,exercise,offline,fr,116,FO_4.2,logos+with_example_related_to_exercise,"[""logos"", ""with_example_related_to_exercise""]",3,completed,generated,,2026-05-11 15:32:55.575395
24e24e7e-7a0c-4a4a-b97a-69a8cbb61981,algopython,exercise,offline,fr,116,FO_4.2,technical+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""technical""]",4,completed,generated,,2026-05-11 15:41:29.198706
ff4a647d-18bf-4cb1-a534-5b67b76051af,algopython,exercise,offline,fr,116,FO_4.2.1,logos+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""logos""]",5,completed,generated,,2026-05-11 15:44:28.478681
d8b4918b-6b7f-4479-89e4-a432aee51780,algopython,exercise,offline,fr,116,FO_4.2.1,technical+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""technical""]",5,completed,generated,,2026-05-11 15:48:05.020476
5ff6d270-0436-4951-ad03-9ac76a27eb1b,algopython,exercise,offline,fr,116,AL_1.1.1.2,with_example_related_to_exercise,"[""with_example_related_to_exercise""]",0,completed,generated,,2026-05-11 15:50:53.584317
54a21c3f-2f3d-406e-85a7-271a6c8ed67d,algopython,error_exercise,offline,fr,116,FO_4.2,logos+with_example_related_to_exercise,"[""logos"", ""with_example_related_to_exercise""]",2,completed,generated,,2026-05-12 10:17:56.365765
e471b004-99cf-4623-9e6a-c47b78046a77,algopython,error_exercise,offline,fr,116,FO_4.2,error_pointed+with_example_related_to_exercise,"[""error_pointed"", ""with_example_related_to_exercise""]",7,completed,generated,,2026-05-12 10:18:41.378273
83fd1852-7b7c-4c18-8c06-625b3bb447f9,algopython,error_exercise,offline,fr,116,FO_4.2,error_pointed+with_example_related_to_exercise,"[""error_pointed"", ""with_example_related_to_exercise""]",6,completed,generated,,2026-05-12 10:22:56.251251
a1ce7929-7c53-4ab8-846d-3d491cf70e14,algopython,error_exercise,offline,fr,116,FO_4.2,error_pointed+with_example_related_to_exercise,"[""error_pointed"", ""with_example_related_to_exercise""]",5,completed,generated,,2026-05-12 10:26:27.818434
2904e1ee-0cdf-40e3-951e-d28ad3abf429,algopython,error_exercise,offline,fr,116,FO_4.2.1,error_pointed+with_example_related_to_exercise,"[""error_pointed"", ""with_example_related_to_exercise""]",5,completed,generated,,2026-05-12 10:57:56.888757
a028df3b-7761-4cd4-9b6c-d125a96175c4,algopython,error_exercise,offline,fr,116,FO_4.2.1,error_pointed+with_example_related_to_exercise,"[""error_pointed"", ""with_example_related_to_exercise""]",6,completed,generated,,2026-05-12 11:02:22.846294
a95cac71-c425-406f-a5c4-58888cccb1c5,algopython,exercise,offline,fr,110,FO_4.2,logos+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""logos""]",2,completed,generated,,2026-05-12 11:55:05.749297
dad2ff20-20f2-4d29-85c4-cecfa3b1ea15,algopython,exercise,offline,fr,110,FO_4.2,technical+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""technical""]",3,completed,generated,,2026-05-12 11:56:46.402634
d0fecada-7d39-4ad3-97fa-d6f86f1deee7,algopython,error_exercise,offline,fr,110,FO_4.2,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",2,completed,generated,,2026-05-12 11:58:28.752667
59f356a0-deeb-4f62-868d-637a506b8209,algopython,error_exercise,offline,fr,110,FO_4.2,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",2,completed,generated,,2026-05-12 12:03:22.143506
4955f647-7c3e-4086-aaee-a132b1a99a71,algopython,error_exercise,offline,fr,110,FO_4.2,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",6,completed,generated,,2026-05-12 12:04:16.244128
6f19f4d0-5099-4a16-83e0-fb04aa93318e,algopython,exercise,offline,fr,110,FO_4.2.1,logos+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""logos""]",5,completed,generated,,2026-05-12 12:08:15.624292
5c849733-663e-43cf-bb86-99d6ad47094f,algopython,exercise,offline,fr,110,FO_4.2.1,technical+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""technical""]",4,completed,generated,,2026-05-12 12:23:46.598093
cccf718d-5c3c-47e0-8e69-44e079e2b0dc,algopython,error_exercise,offline,fr,110,FO_4.2.1,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",3,completed,generated,,2026-05-12 12:28:59.900362
4ad79d66-58e5-44eb-a864-77f0a910e82f,algopython,error_exercise,offline,fr,110,FO_4.2.1,error_pointed+with_example_related_to_exercise,"[""with_example_related_to_exercise"", ""error_pointed""]",4,completed,generated,,2026-05-12 12:30:36.422557
18c4ad40-ee44-44df-9b8b-f5a2c9bad889,algopython,exercise,offline,fr,110,AL_1.1.1.2,with_example_related_to_exercise,"[""with_example_related_to_exercise""]",0,completed,generated,,2026-05-12 21:02:11.185242
